timestamp,ghi_w_m2,dni_w_m2,temp_amb_c,wind_speed_m_s
2016-07-21 19:00:00,0.0,0.0,40.63,2.02
2016-07-21 20:00:00,0.0,0.0,39.41,2.16
2016-07-21 21:00:00,0.0,0.0,38.3,2.29
2016-07-21 22:00:00,0.0,0.0,37.28,2.43
2016-07-21 23:00:00,0.0,0.0,36.27,2.4
2016-07-22 00:00:00,0.0,0.0,35.33,2.2
2016-07-22 01:00:00,0.0,0.0,34.48,2.02
2016-07-22 02:00:00,0.0,0.0,33.48,1.74
2016-07-22 03:00:00,0.0,0.0,32.6,1.63
2016-07-22 04:00:00,0.0,0.0,31.92,1.72
2016-07-22 05:00:00,23.12,5.17,32.08,2.32
2016-07-22 06:00:00,162.1,186.1,33.98,3.24
2016-07-22 07:00:00,360.08,394.89,37.47,3.76
2016-07-22 08:00:00,566.38,534.31,41.3,4.63
2016-07-22 09:00:00,747.2,630.45,44.4,4.92
2016-07-22 10:00:00,880.35,688.26,46.27,4.7
2016-07-22 11:00:00,959.15,740.32,47.54,4.47
2016-07-22 12:00:00,973.42,780.27,48.31,4.52
2016-07-22 13:00:00,916.5,724.56,48.49,4.73
2016-07-22 14:00:00,794.28,647.44,48.16,4.94
2016-07-22 15:00:00,618.95,533.61,47.31,5.04
2016-07-22 16:00:00,413.23,387.26,46.04,5.01
2016-07-22 17:00:00,205.4,190.96,44.45,4.78
2016-07-22 18:00:00,49.2,17.19,42.22,3.71
2016-07-22 19:00:00,0.0,0.0,39.32,2.47
2016-07-22 20:00:00,0.0,0.0,37.87,2.45
2016-07-22 21:00:00,0.0,0.0,36.66,2.37
2016-07-22 22:00:00,0.0,0.0,35.53,2.25
2016-07-22 23:00:00,0.0,0.0,34.52,2.2
2016-07-23 00:00:00,0.0,0.0,33.62,2.24
2016-07-23 01:00:00,0.0,0.0,32.8,2.33
2016-07-23 02:00:00,0.0,0.0,31.94,2.4
2016-07-23 03:00:00,0.0,0.0,31.02,2.43
2016-07-23 04:00:00,0.0,0.0,30.09,2.46
2016-07-23 05:00:00,26.77,54.41,29.83,2.82
2016-07-23 06:00:00,190.9,418.98,31.64,3.46
2016-07-23 07:00:00,402.4,626.18,35.28,4.03
2016-07-23 08:00:00,609.88,736.41,38.34,4.73
2016-07-23 09:00:00,787.9,814.0,39.8,4.72
2016-07-23 10:00:00,921.33,845.23,41.02,4.84
2016-07-23 11:00:00,995.62,895.87,41.93,4.94
2016-07-23 12:00:00,979.08,762.58,42.66,5.0
2016-07-23 13:00:00,915.38,656.41,43.05,5.08
2016-07-23 14:00:00,786.2,550.37,43.02,5.04
2016-07-23 15:00:00,588.05,388.29,42.61,4.86
2016-07-23 16:00:00,375.05,233.83,41.84,4.59
2016-07-23 17:00:00,179.48,92.44,40.63,4.09
2016-07-23 18:00:00,44.55,3.32,37.9,2.44
2016-07-23 19:00:00,0.0,0.0,34.98,2.0
2016-07-23 20:00:00,0.0,0.0,33.97,2.09
2016-07-23 21:00:00,0.0,0.0,33.09,2.16
2016-07-23 22:00:00,0.0,0.0,32.38,2.2
2016-07-23 23:00:00,0.0,0.0,31.71,2.14
2016-07-24 00:00:00,0.0,0.0,31.05,2.07
2016-07-24 01:00:00,0.0,0.0,30.28,2.01
2016-07-24 02:00:00,0.0,0.0,29.44,1.95
2016-07-24 03:00:00,0.0,0.0,28.6,1.95
2016-07-24 04:00:00,0.0,0.0,27.81,2.02
2016-07-24 05:00:00,23.95,14.87,27.74,2.62
2016-07-24 06:00:00,180.8,330.53,29.56,3.58
2016-07-24 07:00:00,383.8,508.47,32.86,3.95
2016-07-24 08:00:00,589.53,625.22,36.0,4.21
2016-07-24 09:00:00,766.65,689.01,38.83,4.08
2016-07-24 10:00:00,893.83,707.9,41.47,3.75
2016-07-24 11:00:00,941.5,647.66,43.44,3.44
2016-07-24 12:00:00,920.58,640.55,44.72,3.25
2016-07-24 13:00:00,909.65,629.37,45.33,3.17
2016-07-24 14:00:00,764.53,491.73,45.43,3.16
2016-07-24 15:00:00,583.78,347.98,45.07,3.14
2016-07-24 16:00:00,379.9,234.51,44.26,3.05
2016-07-24 17:00:00,182.98,79.21,42.93,2.69
2016-07-24 18:00:00,43.97,1.62,39.22,1.22
2016-07-24 19:00:00,0.0,0.0,36.41,1.14
2016-07-24 20:00:00,0.0,0.0,35.43,1.13
2016-07-24 21:00:00,0.0,0.0,34.56,1.16
2016-07-24 22:00:00,0.0,0.0,33.8,1.3
2016-07-24 23:00:00,0.0,0.0,33.22,1.66
2016-07-25 00:00:00,0.0,0.0,32.71,2.04
2016-07-25 01:00:00,0.0,0.0,31.74,2.0
2016-07-25 02:00:00,0.0,0.0,30.94,1.79
2016-07-25 03:00:00,0.0,0.0,30.2,1.57
2016-07-25 04:00:00,0.0,0.0,29.46,1.4
2016-07-25 05:00:00,20.17,0.34,29.52,1.53
2016-07-25 06:00:00,152.35,116.18,31.62,2.5
2016-07-25 07:00:00,334.83,252.92,34.93,2.38
2016-07-25 08:00:00,539.55,377.47,39.67,2.92
2016-07-25 09:00:00,723.6,475.78,41.6,3.13
2016-07-25 10:00:00,861.65,532.62,42.94,3.43
2016-07-25 11:00:00,931.9,539.95,43.99,3.64
2016-07-25 12:00:00,936.45,550.33,44.62,3.75
2016-07-25 13:00:00,879.72,541.82,44.88,3.75
2016-07-25 14:00:00,769.47,524.49,44.81,3.63
2016-07-25 15:00:00,602.05,455.47,44.38,3.41
2016-07-25 16:00:00,397.6,327.65,43.58,3.12
2016-07-25 17:00:00,196.8,170.1,42.42,2.61
2016-07-25 18:00:00,46.05,8.28,39.26,1.0
2016-07-25 19:00:00,0.0,0.0,37.37,1.0
2016-07-25 20:00:00,0.0,0.0,37.25,1.03
2016-07-25 21:00:00,0.0,0.0,36.84,1.01
2016-07-25 22:00:00,0.0,0.0,36.04,1.0
2016-07-25 23:00:00,0.0,0.0,34.67,1.06
2016-07-26 00:00:00,0.0,0.0,32.75,1.03
2016-07-26 01:00:00,0.0,0.0,31.33,1.01
2016-07-26 02:00:00,0.0,0.0,30.5,1.1
2016-07-26 03:00:00,0.0,0.0,29.92,1.2
2016-07-26 04:00:00,0.0,0.0,29.41,1.28
2016-07-26 05:00:00,20.25,1.81,29.75,1.41
2016-07-26 06:00:00,155.65,153.6,32.53,2.37
2016-07-26 07:00:00,354.45,360.31,35.63,1.93
2016-07-26 08:00:00,562.95,497.56,40.14,1.7
2016-07-26 09:00:00,745.72,606.38,43.04,1.32
2016-07-26 10:00:00,875.17,626.35,44.62,1.3
2016-07-26 11:00:00,958.12,705.08,45.78,1.64
2016-07-26 12:00:00,964.03,698.5,46.49,2.11
2016-07-26 13:00:00,898.22,653.19,46.8,2.58
2016-07-26 14:00:00,778.4,601.4,46.59,2.98
2016-07-26 15:00:00,599.92,500.62,45.9,3.25
2016-07-26 16:00:00,398.9,406.27,44.8,3.33
2016-07-26 17:00:00,199.32,205.25,43.29,3.19
2016-07-26 18:00:00,44.38,14.91,40.25,1.95
2016-07-26 19:00:00,0.0,0.0,37.1,1.61
2016-07-26 20:00:00,0.0,0.0,36.0,1.56
2016-07-26 21:00:00,0.0,0.0,35.0,1.45
2016-07-26 22:00:00,0.0,0.0,34.12,1.36
2016-07-26 23:00:00,0.0,0.0,33.36,1.31
2016-07-27 00:00:00,0.0,0.0,32.64,1.28
2016-07-27 01:00:00,0.0,0.0,31.94,1.28
2016-07-27 02:00:00,0.0,0.0,31.28,1.27
2016-07-27 03:00:00,0.0,0.0,30.64,1.27
2016-07-27 04:00:00,0.0,0.0,30.0,1.28
2016-07-27 05:00:00,20.1,7.45,30.22,1.29
2016-07-27 06:00:00,162.0,245.61,33.77,2.41
2016-07-27 07:00:00,357.3,424.62,36.58,2.13
2016-07-27 08:00:00,567.45,571.99,41.08,2.38
2016-07-27 09:00:00,751.85,673.39,43.35,2.71
2016-07-27 10:00:00,886.92,721.42,44.63,2.93
2016-07-27 11:00:00,962.22,784.39,45.61,3.19
2016-07-27 12:00:00,978.1,813.58,46.18,3.46
2016-07-27 13:00:00,922.4,774.65,46.35,3.74
2016-07-27 14:00:00,806.25,754.55,46.14,3.94
2016-07-27 15:00:00,640.55,667.29,45.51,4.02
2016-07-27 16:00:00,439.98,584.27,44.51,3.96
2016-07-27 17:00:00,229.15,397.66,43.1,3.64
2016-07-27 18:00:00,51.7,88.92,39.87,1.92
2016-07-27 19:00:00,0.0,0.0,36.23,1.43
2016-07-27 20:00:00,0.0,0.0,35.21,1.44
2016-07-27 21:00:00,0.0,0.0,34.32,1.45
2016-07-27 22:00:00,0.0,0.0,33.57,1.49
2016-07-27 23:00:00,0.0,0.0,32.91,1.53
2016-07-28 00:00:00,0.0,0.0,32.32,1.58
2016-07-28 01:00:00,0.0,0.0,31.76,1.6
2016-07-28 02:00:00,0.0,0.0,31.12,1.58
2016-07-28 03:00:00,0.0,0.0,30.4,1.53
2016-07-28 04:00:00,0.0,0.0,29.66,1.48
2016-07-28 05:00:00,20.8,28.16,29.82,1.51
2016-07-28 06:00:00,170.05,337.04,32.85,2.53
2016-07-28 07:00:00,380.8,548.06,35.77,2.18
2016-07-28 08:00:00,591.78,704.75,40.33,2.88
2016-07-28 09:00:00,765.95,757.11,42.25,3.39
2016-07-28 10:00:00,892.85,775.08,43.45,3.7
2016-07-28 11:00:00,970.92,854.64,44.38,3.95
2016-07-28 12:00:00,957.92,787.3,44.95,4.19
2016-07-28 13:00:00,899.47,731.63,45.25,4.31
2016-07-28 14:00:00,777.25,669.32,45.13,4.29
2016-07-28 15:00:00,606.9,587.54,44.65,4.15
2016-07-28 16:00:00,408.48,476.17,43.8,3.88
2016-07-28 17:00:00,201.98,287.82,42.5,3.37
2016-07-28 18:00:00,43.53,48.57,38.97,1.52
2016-07-28 19:00:00,0.0,0.0,35.61,1.12
2016-07-28 20:00:00,0.0,0.0,34.61,1.05
2016-07-28 21:00:00,0.0,0.0,33.81,1.01
2016-07-28 22:00:00,0.0,0.0,33.13,1.02
2016-07-28 23:00:00,0.0,0.0,32.42,1.03
2016-07-29 00:00:00,0.0,0.0,31.69,1.06
2016-07-29 01:00:00,0.0,0.0,30.93,1.1
2016-07-29 02:00:00,0.0,0.0,30.24,1.13
2016-07-29 03:00:00,0.0,0.0,29.55,1.13
2016-07-29 04:00:00,0.0,0.0,28.85,1.12
2016-07-29 05:00:00,18.8,20.99,28.99,1.15
2016-07-29 06:00:00,157.65,280.81,31.88,2.18
2016-07-29 07:00:00,358.02,505.97,34.96,1.84
2016-07-29 08:00:00,564.1,635.67,40.01,2.09
2016-07-29 09:00:00,742.92,731.29,42.82,2.16
2016-07-29 10:00:00,876.05,770.83,44.22,2.33
2016-07-29 11:00:00,950.7,808.47,45.24,2.76
2016-07-29 12:00:00,969.25,866.11,45.83,3.28
2016-07-29 13:00:00,896.03,811.09,46.04,3.75
2016-07-29 14:00:00,767.4,745.8,45.81,4.05
2016-07-29 15:00:00,594.72,653.37,45.2,4.09
2016-07-29 16:00:00,399.23,524.84,44.24,3.87
2016-07-29 17:00:00,202.88,384.1,42.78,3.36
2016-07-29 18:00:00,43.83,78.77,38.82,1.56
2016-07-29 19:00:00,0.0,0.0,35.35,1.21
2016-07-29 20:00:00,0.0,0.0,34.26,1.1
2016-07-29 21:00:00,0.0,0.0,33.42,1.05
2016-07-29 22:00:00,0.0,0.0,32.62,1.08
2016-07-29 23:00:00,0.0,0.0,31.84,1.15
2016-07-30 00:00:00,0.0,0.0,31.16,1.22
2016-07-30 01:00:00,0.0,0.0,30.58,1.27
2016-07-30 02:00:00,0.0,0.0,30.03,1.33
2016-07-30 03:00:00,0.0,0.0,29.48,1.32
2016-07-30 04:00:00,0.0,0.0,28.9,1.27
2016-07-30 05:00:00,18.48,40.27,29.09,1.19
2016-07-30 06:00:00,160.73,321.05,33.24,1.99
2016-07-30 07:00:00,367.25,544.67,36.3,2.0
2016-07-30 08:00:00,581.1,693.42,40.95,1.94
2016-07-30 09:00:00,768.3,808.0,44.03,2.55
2016-07-30 10:00:00,897.8,821.06,45.43,2.77
2016-07-30 11:00:00,970.15,867.41,46.52,3.06
2016-07-30 12:00:00,953.8,781.8,47.19,3.38
2016-07-30 13:00:00,900.92,760.75,47.43,3.57
2016-07-30 14:00:00,784.3,726.24,47.22,3.62
2016-07-30 15:00:00,616.05,629.8,46.6,3.5
2016-07-30 16:00:00,415.23,509.81,45.57,3.22
2016-07-30 17:00:00,196.7,251.96,44.03,2.58
2016-07-30 18:00:00,38.35,24.04,39.32,0.99
2016-07-30 19:00:00,0.0,0.0,36.89,1.12
2016-07-30 20:00:00,0.0,0.0,36.12,1.17
2016-07-30 21:00:00,0.0,0.0,34.8,1.14
2016-07-30 22:00:00,0.0,0.0,33.52,1.15
2016-07-30 23:00:00,0.0,0.0,32.65,1.39
2016-07-31 00:00:00,0.0,0.0,32.0,1.61
2016-07-31 01:00:00,0.0,0.0,31.34,1.62
2016-07-31 02:00:00,0.0,0.0,30.53,1.52
2016-07-31 03:00:00,0.0,0.0,29.76,1.39
2016-07-31 04:00:00,0.0,0.0,28.97,1.25
2016-07-31 05:00:00,16.85,9.02,28.95,1.16
2016-07-31 06:00:00,147.88,222.23,31.84,2.04
2016-07-31 07:00:00,344.17,434.13,34.91,1.6
2016-07-31 08:00:00,551.2,580.61,40.19,2.05
2016-07-31 09:00:00,733.85,691.15,42.84,2.03
2016-07-31 10:00:00,865.28,739.57,44.78,2.0
2016-07-31 11:00:00,937.67,774.66,46.33,2.13
2016-07-31 12:00:00,957.75,812.81,47.4,2.27
2016-07-31 13:00:00,882.53,760.21,47.99,2.39
2016-07-31 14:00:00,754.25,721.74,48.07,2.5
2016-07-31 15:00:00,582.35,636.61,47.69,2.52
2016-07-31 16:00:00,386.33,551.06,46.85,2.39
2016-07-31 17:00:00,190.43,332.19,45.38,1.94
2016-07-31 18:00:00,38.22,44.74,40.51,0.91
2016-07-31 19:00:00,0.0,0.0,37.62,1.02
2016-07-31 20:00:00,0.0,0.0,36.48,1.04
2016-07-31 21:00:00,0.0,0.0,35.47,1.05
2016-07-31 22:00:00,0.0,0.0,34.56,1.09
2016-07-31 23:00:00,0.0,0.0,33.7,1.14
2016-08-01 00:00:00,0.0,0.0,32.99,1.23
2016-08-01 01:00:00,0.0,0.0,32.53,1.4
2016-08-01 02:00:00,0.0,0.0,32.28,1.63
2016-08-01 03:00:00,0.0,0.0,32.12,1.81
2016-08-01 04:00:00,0.0,0.0,31.8,1.71
2016-08-01 05:00:00,16.9,9.01,31.78,1.5
2016-08-01 06:00:00,152.32,251.23,35.76,2.01
2016-08-01 07:00:00,346.48,425.58,38.99,1.4
2016-08-01 08:00:00,550.9,562.43,43.98,1.33
2016-08-01 09:00:00,728.38,640.49,46.61,0.86
2016-08-01 10:00:00,859.45,688.97,48.27,0.54
2016-08-01 11:00:00,933.2,710.37,49.43,1.06
2016-08-01 12:00:00,927.85,686.96,50.06,1.52
2016-08-01 13:00:00,872.53,655.91,50.34,1.88
2016-08-01 14:00:00,726.65,603.06,50.21,2.21
2016-08-01 15:00:00,549.28,539.64,49.63,2.45
2016-08-01 16:00:00,357.8,415.46,48.63,2.54
2016-08-01 17:00:00,170.6,198.07,46.93,2.24
2016-08-01 18:00:00,34.03,19.69,42.56,1.2
2016-08-01 19:00:00,0.0,0.0,40.08,1.33
2016-08-01 20:00:00,0.0,0.0,39.02,1.5
2016-08-01 21:00:00,0.0,0.0,37.93,1.64
2016-08-01 22:00:00,0.0,0.0,37.1,1.8
2016-08-01 23:00:00,0.0,0.0,36.35,1.86
2016-08-02 00:00:00,0.0,0.0,35.28,1.84
2016-08-02 01:00:00,0.0,0.0,34.37,1.84
2016-08-02 02:00:00,0.0,0.0,33.6,1.81
2016-08-02 03:00:00,0.0,0.0,32.94,1.79
2016-08-02 04:00:00,0.0,0.0,32.42,1.77
2016-08-02 05:00:00,16.27,9.24,32.44,1.81
2016-08-02 06:00:00,152.8,253.76,35.02,2.78
2016-08-02 07:00:00,354.52,480.96,38.18,2.64
2016-08-02 08:00:00,562.42,616.18,42.9,3.02
2016-08-02 09:00:00,744.0,705.95,46.15,3.55
2016-08-02 10:00:00,881.83,750.18,47.83,3.55
2016-08-02 11:00:00,957.4,788.37,49.06,3.59
2016-08-02 12:00:00,973.08,842.65,49.77,3.88
2016-08-02 13:00:00,919.97,810.78,49.94,4.33
2016-08-02 14:00:00,783.0,724.48,49.62,4.71
2016-08-02 15:00:00,599.95,646.18,48.9,4.9
2016-08-02 16:00:00,392.6,483.08,47.84,4.85
2016-08-02 17:00:00,193.55,290.45,46.37,4.44
2016-08-02 18:00:00,37.05,36.8,43.29,2.47
2016-08-02 19:00:00,0.0,0.0,39.76,1.54
2016-08-02 20:00:00,0.0,0.0,38.25,1.4
2016-08-02 21:00:00,0.0,0.0,37.13,1.33
2016-08-02 22:00:00,0.0,0.0,36.16,1.31
2016-08-02 23:00:00,0.0,0.0,35.3,1.33
2016-08-03 00:00:00,0.0,0.0,34.57,1.44
2016-08-03 01:00:00,0.0,0.0,33.99,1.6
2016-08-03 02:00:00,0.0,0.0,33.44,1.69
2016-08-03 03:00:00,0.0,0.0,32.63,1.65
2016-08-03 04:00:00,0.0,0.0,31.9,1.66
2016-08-03 05:00:00,15.0,3.1,31.73,2.01
2016-08-03 06:00:00,142.38,184.3,33.41,3.0
2016-08-03 07:00:00,341.8,409.12,36.57,3.2
2016-08-03 08:00:00,556.2,566.71,40.77,4.09
2016-08-03 09:00:00,737.12,656.82,44.04,4.29
2016-08-03 10:00:00,871.83,707.88,45.91,3.93
2016-08-03 11:00:00,942.05,711.88,47.18,3.77
2016-08-03 12:00:00,948.85,719.89,48.02,3.77
2016-08-03 13:00:00,894.83,709.51,48.41,3.85
2016-08-03 14:00:00,772.67,641.56,48.3,3.96
2016-08-03 15:00:00,598.75,539.64,47.69,4.02
2016-08-03 16:00:00,397.0,413.29,46.62,3.97
2016-08-03 17:00:00,196.62,260.07,45.11,3.62
2016-08-03 18:00:00,35.58,23.61,41.93,2.14
2016-08-03 19:00:00,0.0,0.0,39.37,2.05
2016-08-03 20:00:00,0.0,0.0,38.3,2.24
2016-08-03 21:00:00,0.0,0.0,37.24,2.32
2016-08-03 22:00:00,0.0,0.0,36.24,2.39
2016-08-03 23:00:00,0.0,0.0,35.22,2.36
2016-08-04 00:00:00,0.0,0.0,34.09,2.21
2016-08-04 01:00:00,0.0,0.0,33.0,2.03
2016-08-04 02:00:00,0.0,0.0,31.92,1.84
2016-08-04 03:00:00,0.0,0.0,30.89,1.7
2016-08-04 04:00:00,0.0,0.0,29.95,1.68
2016-08-04 05:00:00,15.4,9.55,29.58,1.94
2016-08-04 06:00:00,150.73,260.38,31.35,2.86
2016-08-04 07:00:00,355.95,471.23,34.64,3.0
2016-08-04 08:00:00,568.53,634.4,38.86,3.67
2016-08-04 09:00:00,753.47,740.03,42.08,3.82
2016-08-04 10:00:00,885.05,770.02,44.03,3.76
2016-08-04 11:00:00,961.5,801.53,45.42,3.73
2016-08-04 12:00:00,965.53,815.39,46.45,3.67
2016-08-04 13:00:00,909.28,764.44,47.0,3.59
2016-08-04 14:00:00,787.2,699.41,47.09,3.58
2016-08-04 15:00:00,603.5,585.15,46.72,3.53
2016-08-04 16:00:00,391.67,427.2,45.92,3.39
2016-08-04 17:00:00,189.35,233.03,44.54,2.86
2016-08-04 18:00:00,33.12,15.12,39.99,1.29
2016-08-04 19:00:00,0.0,0.0,37.14,1.3
2016-08-04 20:00:00,0.0,0.0,36.23,1.38
2016-08-04 21:00:00,0.0,0.0,35.45,1.47
2016-08-04 22:00:00,0.0,0.0,34.69,1.56
2016-08-04 23:00:00,0.0,0.0,33.86,1.57
2016-08-05 00:00:00,0.0,0.0,33.01,1.56
2016-08-05 01:00:00,0.0,0.0,32.17,1.53
2016-08-05 02:00:00,0.0,0.0,31.28,1.49
2016-08-05 03:00:00,0.0,0.0,30.4,1.48
2016-08-05 04:00:00,0.0,0.0,29.58,1.42
2016-08-05 05:00:00,13.38,1.98,29.52,1.45
2016-08-05 06:00:00,132.45,148.58,32.33,2.5
2016-08-05 07:00:00,325.73,359.0,35.37,2.28
2016-08-05 08:00:00,536.53,521.05,39.8,2.65
2016-08-05 09:00:00,717.05,616.62,43.95,3.25
2016-08-05 10:00:00,850.15,664.09,46.29,3.21
2016-08-05 11:00:00,917.85,646.23,47.61,3.12
2016-08-05 12:00:00,942.1,765.3,48.31,3.04
2016-08-05 13:00:00,885.88,721.37,48.67,3.03
2016-08-05 14:00:00,763.8,649.71,48.58,3.13
2016-08-05 15:00:00,592.3,566.56,48.09,3.2
2016-08-05 16:00:00,389.9,453.12,47.16,3.16
2016-08-05 17:00:00,188.07,261.77,45.59,2.69
2016-08-05 18:00:00,32.6,21.99,40.8,1.38
2016-08-05 19:00:00,0.0,0.0,38.1,1.57
2016-08-05 20:00:00,0.0,0.0,37.24,1.81
2016-08-05 21:00:00,0.0,0.0,36.62,2.01
2016-08-05 22:00:00,0.0,0.0,35.65,2.05
2016-08-05 23:00:00,0.0,0.0,34.62,2.03
2016-08-06 00:00:00,0.0,0.0,33.7,2.04
2016-08-06 01:00:00,0.0,0.0,32.83,2.05
2016-08-06 02:00:00,0.0,0.0,31.83,1.94
2016-08-06 03:00:00,0.0,0.0,30.87,1.85
2016-08-06 04:00:00,0.0,0.0,30.07,1.75
2016-08-06 05:00:00,14.2,9.64,29.93,1.8
2016-08-06 06:00:00,147.9,281.17,32.27,2.73
2016-08-06 07:00:00,348.33,494.3,35.42,2.25
2016-08-06 08:00:00,556.42,627.57,40.79,3.12
2016-08-06 09:00:00,738.58,719.67,43.79,3.16
2016-08-06 10:00:00,872.42,769.66,45.62,3.09
2016-08-06 11:00:00,946.17,797.85,46.9,3.31
2016-08-06 12:00:00,935.97,759.44,47.56,3.61
2016-08-06 13:00:00,880.25,720.07,47.73,3.88
2016-08-06 14:00:00,759.55,660.8,47.44,4.04
2016-08-06 15:00:00,585.05,557.12,46.64,4.04
2016-08-06 16:00:00,379.88,422.34,45.52,3.87
2016-08-06 17:00:00,179.75,205.23,43.93,3.44
2016-08-06 18:00:00,30.08,9.36,40.69,1.9
2016-08-06 19:00:00,0.0,0.0,38.13,1.79
2016-08-06 20:00:00,0.0,0.0,37.22,1.88
2016-08-06 21:00:00,0.0,0.0,36.13,1.84
2016-08-06 22:00:00,0.0,0.0,35.18,1.87
2016-08-06 23:00:00,0.0,0.0,34.3,1.91
2016-08-07 00:00:00,0.0,0.0,33.44,1.91
2016-08-07 01:00:00,0.0,0.0,32.61,1.85
2016-08-07 02:00:00,0.0,0.0,31.73,1.7
2016-08-07 03:00:00,0.0,0.0,30.88,1.57
2016-08-07 04:00:00,0.0,0.0,30.15,1.5
2016-08-07 05:00:00,12.55,0.84,30.01,1.63
2016-08-07 06:00:00,131.75,158.26,32.06,2.67
2016-08-07 07:00:00,316.12,325.98,35.13,2.77
2016-08-07 08:00:00,518.17,471.03,39.59,3.99
2016-08-07 09:00:00,697.65,566.23,41.73,3.96
2016-08-07 10:00:00,832.67,621.31,43.18,3.95
2016-08-07 11:00:00,910.45,655.72,44.18,4.05
2016-08-07 12:00:00,943.97,747.6,44.75,4.17
2016-08-07 13:00:00,883.78,739.29,44.91,4.28
2016-08-07 14:00:00,761.75,638.85,44.56,4.37
2016-08-07 15:00:00,587.67,546.71,43.79,4.39
2016-08-07 16:00:00,383.88,397.49,42.7,4.28
2016-08-07 17:00:00,181.95,210.22,41.19,4.01
2016-08-07 18:00:00,30.1,11.55,38.74,2.76
2016-08-07 19:00:00,0.0,0.0,36.36,2.17
2016-08-07 20:00:00,0.0,0.0,35.15,2.07
2016-08-07 21:00:00,0.0,0.0,34.09,2.02
2016-08-07 22:00:00,0.0,0.0,33.25,2.03
2016-08-07 23:00:00,0.0,0.0,32.47,1.96
2016-08-08 00:00:00,0.0,0.0,31.66,1.81
2016-08-08 01:00:00,0.0,0.0,30.89,1.65
2016-08-08 02:00:00,0.0,0.0,30.16,1.56
2016-08-08 03:00:00,0.0,0.0,29.48,1.53
2016-08-08 04:00:00,0.0,0.0,28.84,1.56
2016-08-08 05:00:00,13.45,5.81,28.61,1.87
2016-08-08 06:00:00,147.38,276.31,30.3,2.91
2016-08-08 07:00:00,350.9,500.01,33.7,3.12
2016-08-08 08:00:00,556.33,635.61,37.59,3.58
2016-08-08 09:00:00,733.38,706.38,40.08,3.54
2016-08-08 10:00:00,864.7,742.11,41.58,3.47
2016-08-08 11:00:00,936.22,779.65,42.74,3.44
2016-08-08 12:00:00,910.45,662.9,43.51,3.4
2016-08-08 13:00:00,851.38,632.06,43.91,3.38
2016-08-08 14:00:00,731.05,575.59,43.85,3.34
2016-08-08 15:00:00,557.47,477.44,43.35,3.25
2016-08-08 16:00:00,358.02,351.9,42.43,3.08
2016-08-08 17:00:00,167.3,175.53,41.08,2.75
2016-08-08 18:00:00,26.85,5.9,37.85,1.35
2016-08-08 19:00:00,0.0,0.0,35.38,1.17
2016-08-08 20:00:00,0.0,0.0,34.45,1.19
2016-08-08 21:00:00,0.0,0.0,33.61,1.19
2016-08-08 22:00:00,0.0,0.0,32.86,1.19
2016-08-08 23:00:00,0.0,0.0,32.17,1.16
2016-08-09 00:00:00,0.0,0.0,31.54,1.12
2016-08-09 01:00:00,0.0,0.0,30.98,1.07
2016-08-09 02:00:00,0.0,0.0,30.44,1.02
2016-08-09 03:00:00,0.0,0.0,29.88,0.98
2016-08-09 04:00:00,0.0,0.0,29.32,0.96
2016-08-09 05:00:00,11.73,0.88,29.21,0.96
2016-08-09 06:00:00,132.23,167.05,31.98,1.98
2016-08-09 07:00:00,321.7,353.38,34.93,1.99
2016-08-09 08:00:00,525.47,500.26,39.41,2.05
2016-08-09 09:00:00,705.6,590.32,42.31,1.77
2016-08-09 10:00:00,838.58,649.02,43.94,1.69
2016-08-09 11:00:00,913.28,667.86,45.18,1.81
2016-08-09 12:00:00,941.03,740.53,46.11,2.03
2016-08-09 13:00:00,879.47,718.62,46.58,2.31
2016-08-09 14:00:00,753.5,646.09,46.56,2.59
2016-08-09 15:00:00,576.47,534.61,46.03,2.8
2016-08-09 16:00:00,365.85,377.22,45.0,2.89
2016-08-09 17:00:00,165.6,170.37,43.51,2.79
2016-08-09 18:00:00,25.27,5.83,40.12,1.51
2016-08-09 19:00:00,0.0,0.0,37.59,1.31
2016-08-09 20:00:00,0.0,0.0,36.47,1.21
2016-08-09 21:00:00,0.0,0.0,35.49,1.15
2016-08-09 22:00:00,0.0,0.0,34.61,1.17
2016-08-09 23:00:00,0.0,0.0,33.83,1.26
2016-08-10 00:00:00,0.0,0.0,33.07,1.41
2016-08-10 01:00:00,0.0,0.0,32.31,1.56
2016-08-10 02:00:00,0.0,0.0,31.6,1.69
2016-08-10 03:00:00,0.0,0.0,30.86,1.71
2016-08-10 04:00:00,0.0,0.0,30.05,1.68
2016-08-10 05:00:00,11.75,3.51,29.78,1.84
2016-08-10 06:00:00,135.48,211.41,31.69,2.86
2016-08-10 07:00:00,335.1,444.72,34.99,2.82
2016-08-10 08:00:00,542.25,603.78,39.42,3.11
2016-08-10 09:00:00,722.83,687.13,42.79,3.34
2016-08-10 10:00:00,855.92,728.5,44.56,3.27
2016-08-10 11:00:00,926.23,717.36,45.75,3.19
2016-08-10 12:00:00,915.33,691.95,46.49,3.17
2016-08-10 13:00:00,851.45,637.32,46.84,3.21
2016-08-10 14:00:00,740.2,628.31,46.76,3.3
2016-08-10 15:00:00,568.28,536.08,46.28,3.37
2016-08-10 16:00:00,364.4,382.15,45.37,3.36
2016-08-10 17:00:00,166.65,188.9,43.9,2.97
2016-08-10 18:00:00,24.9,11.11,39.69,1.5
2016-08-10 19:00:00,0.0,0.0,37.17,1.56
