timestamp,ghi_w_m2,dni_w_m2,temp_amb_c,wind_speed_m_s
2015-01-01 00:00:00,0.0,0.0,7.61,1.26
2015-01-01 01:00:00,0.0,0.0,6.96,1.19
2015-01-01 02:00:00,0.0,0.0,6.37,1.13
2015-01-01 03:00:00,0.0,0.0,5.85,1.06
2015-01-01 04:00:00,0.0,0.0,5.54,0.97
2015-01-01 05:00:00,0.0,0.0,6.0,1.05
2015-01-01 06:00:00,0.0,0.0,6.64,0.95
2015-01-01 07:00:00,19.77,19.34,7.15,0.81
2015-01-01 08:00:00,91.38,126.28,9.68,0.98
2015-01-01 09:00:00,138.82,113.47,12.32,0.72
2015-01-01 10:00:00,115.28,22.89,16.53,0.18
2015-01-01 11:00:00,300.33,235.18,18.21,0.42
2015-01-01 12:00:00,464.17,463.91,19.13,1.08
2015-01-01 13:00:00,371.92,266.2,19.56,1.72
2015-01-01 14:00:00,280.05,204.4,19.34,2.05
2015-01-01 15:00:00,162.93,122.98,18.51,2.08
2015-01-01 16:00:00,39.78,33.55,14.83,1.06
2015-01-01 17:00:00,0.0,0.0,11.85,1.16
2015-01-01 18:00:00,0.0,0.0,11.7,1.15
2015-01-01 19:00:00,0.0,0.0,11.36,1.04
2015-01-01 20:00:00,0.0,0.0,11.24,1.03
2015-01-01 21:00:00,0.0,0.0,11.32,1.12
2015-01-01 22:00:00,0.0,0.0,11.06,1.14
2015-01-01 23:00:00,0.0,0.0,11.41,1.08
2015-01-02 00:00:00,0.0,0.0,11.94,0.9
2015-01-02 01:00:00,0.0,0.0,12.07,0.7
2015-01-02 02:00:00,0.0,0.0,12.14,0.5
2015-01-02 03:00:00,0.0,0.0,11.98,0.4
2015-01-02 04:00:00,0.0,0.0,11.81,0.28
2015-01-02 05:00:00,0.0,0.0,11.43,0.35
2015-01-02 06:00:00,0.0,0.0,10.76,0.59
2015-01-02 07:00:00,28.02,39.87,10.17,0.72
2015-01-02 08:00:00,175.75,338.01,11.49,0.83
2015-01-02 09:00:00,326.38,449.76,13.17,0.78
2015-01-02 10:00:00,452.1,606.81,15.16,0.88
2015-01-02 11:00:00,526.5,656.62,17.36,1.06
2015-01-02 12:00:00,510.62,541.33,18.26,0.91
2015-01-02 13:00:00,458.02,546.87,18.66,0.96
2015-01-02 14:00:00,348.65,480.79,18.41,1.16
2015-01-02 15:00:00,208.55,377.65,17.86,1.12
2015-01-02 16:00:00,52.5,92.76,14.87,0.89
2015-01-02 17:00:00,0.0,0.0,12.45,1.2
2015-01-02 18:00:00,0.0,0.0,10.86,1.12
2015-01-02 19:00:00,0.0,0.0,9.79,1.11
2015-01-02 20:00:00,0.0,0.0,9.12,1.18
2015-01-02 21:00:00,0.0,0.0,8.62,1.2
2015-01-02 22:00:00,0.0,0.0,8.28,1.25
2015-01-02 23:00:00,0.0,0.0,8.56,1.25
2015-01-03 00:00:00,0.0,0.0,8.34,1.21
2015-01-03 01:00:00,0.0,0.0,7.98,1.1
2015-01-03 02:00:00,0.0,0.0,7.58,1.01
2015-01-03 03:00:00,0.0,0.0,7.32,0.94
2015-01-03 04:00:00,0.0,0.0,7.34,0.89
2015-01-03 05:00:00,0.0,0.0,7.36,0.88
2015-01-03 06:00:00,0.0,0.0,7.2,0.91
2015-01-03 07:00:00,27.65,10.46,7.69,1.08
2015-01-03 08:00:00,165.77,189.72,10.48,2.2
2015-01-03 09:00:00,317.2,336.25,13.69,1.86
2015-01-03 10:00:00,437.1,453.4,17.24,1.8
2015-01-03 11:00:00,510.85,585.5,18.6,1.89
2015-01-03 12:00:00,517.25,611.77,19.37,2.03
2015-01-03 13:00:00,476.9,613.99,19.62,2.13
2015-01-03 14:00:00,350.02,522.74,19.17,2.16
2015-01-03 15:00:00,201.05,362.9,18.29,1.97
2015-01-03 16:00:00,49.08,54.22,15.09,0.92
2015-01-03 17:00:00,0.0,0.0,12.45,0.94
2015-01-03 18:00:00,0.0,0.0,11.98,0.9
2015-01-03 19:00:00,0.0,0.0,11.91,0.83
2015-01-03 20:00:00,0.0,0.0,11.65,0.9
2015-01-03 21:00:00,0.0,0.0,11.16,0.95
2015-01-03 22:00:00,0.0,0.0,10.23,1.01
2015-01-03 23:00:00,0.0,0.0,9.61,1.06
2015-01-04 00:00:00,0.0,0.0,9.47,1.04
2015-01-04 01:00:00,0.0,0.0,9.67,0.94
2015-01-04 02:00:00,0.0,0.0,9.94,0.75
2015-01-04 03:00:00,0.0,0.0,10.05,0.5
2015-01-04 04:00:00,0.0,0.0,9.7,0.52
2015-01-04 05:00:00,0.0,0.0,8.83,0.81
2015-01-04 06:00:00,0.0,0.0,8.2,0.75
2015-01-04 07:00:00,22.1,1.55,8.62,0.77
2015-01-04 08:00:00,116.65,61.68,10.18,1.37
2015-01-04 09:00:00,211.62,115.75,12.03,1.05
2015-01-04 10:00:00,292.92,164.84,13.99,0.98
2015-01-04 11:00:00,372.45,253.61,15.75,1.31
2015-01-04 12:00:00,353.17,167.89,16.84,1.64
2015-01-04 13:00:00,340.45,290.07,17.12,1.76
2015-01-04 14:00:00,263.88,249.44,16.88,1.91
2015-01-04 15:00:00,176.38,221.78,16.18,1.83
2015-01-04 16:00:00,48.6,51.23,14.38,0.96
2015-01-04 17:00:00,0.0,0.0,11.81,0.89
2015-01-04 18:00:00,0.0,0.0,10.33,0.94
2015-01-04 19:00:00,0.0,0.0,9.32,0.98
2015-01-04 20:00:00,0.0,0.0,8.54,0.98
2015-01-04 21:00:00,0.0,0.0,7.98,0.96
2015-01-04 22:00:00,0.0,0.0,7.52,0.95
2015-01-04 23:00:00,0.0,0.0,7.24,1.04
2015-01-05 00:00:00,0.0,0.0,6.8,1.05
2015-01-05 01:00:00,0.0,0.0,6.46,1.06
2015-01-05 02:00:00,0.0,0.0,6.22,1.06
2015-01-05 03:00:00,0.0,0.0,6.17,1.04
2015-01-05 04:00:00,0.0,0.0,6.4,0.98
2015-01-05 05:00:00,0.0,0.0,6.8,0.77
2015-01-05 06:00:00,0.0,0.0,7.02,0.47
2015-01-05 07:00:00,31.2,104.8,7.26,0.34
2015-01-05 08:00:00,188.95,518.87,9.06,0.55
2015-01-05 09:00:00,362.05,714.09,12.12,0.65
2015-01-05 10:00:00,497.35,835.19,15.03,0.67
2015-01-05 11:00:00,567.35,881.13,16.39,0.84
2015-01-05 12:00:00,572.25,856.66,17.3,1.12
2015-01-05 13:00:00,517.12,843.15,17.74,1.3
2015-01-05 14:00:00,400.58,766.57,17.67,1.52
2015-01-05 15:00:00,240.3,632.6,17.02,1.69
2015-01-05 16:00:00,66.93,254.83,13.99,0.91
2015-01-05 17:00:00,0.0,0.0,11.05,1.06
2015-01-05 18:00:00,0.0,0.0,10.0,1.02
2015-01-05 19:00:00,0.0,0.0,9.29,1.05
2015-01-05 20:00:00,0.0,0.0,8.68,1.04
2015-01-05 21:00:00,0.0,0.0,8.19,1.06
2015-01-05 22:00:00,0.0,0.0,7.95,1.16
2015-01-05 23:00:00,0.0,0.0,7.51,1.18
2015-01-06 00:00:00,0.0,0.0,6.73,1.1
2015-01-06 01:00:00,0.0,0.0,5.98,1.08
2015-01-06 02:00:00,0.0,0.0,5.48,1.16
2015-01-06 03:00:00,0.0,0.0,5.12,1.22
2015-01-06 04:00:00,0.0,0.0,4.82,1.27
2015-01-06 05:00:00,0.0,0.0,4.48,1.26
2015-01-06 06:00:00,0.0,0.0,4.08,1.23
2015-01-06 07:00:00,29.62,62.93,5.06,1.45
2015-01-06 08:00:00,183.85,425.41,8.36,2.6
2015-01-06 09:00:00,330.4,565.39,11.85,2.51
2015-01-06 10:00:00,451.8,583.19,15.84,3.72
2015-01-06 11:00:00,528.05,613.29,17.1,3.73
2015-01-06 12:00:00,572.7,796.84,17.96,3.64
2015-01-06 13:00:00,457.85,530.74,18.53,3.52
2015-01-06 14:00:00,330.6,337.61,18.65,3.45
2015-01-06 15:00:00,194.07,210.21,18.1,3.32
2015-01-06 16:00:00,47.22,20.71,15.4,1.89
2015-01-06 17:00:00,0.0,0.0,13.88,2.05
2015-01-06 18:00:00,0.0,0.0,14.21,2.74
2015-01-06 19:00:00,0.0,0.0,14.09,3.29
2015-01-06 20:00:00,0.0,0.0,13.57,3.45
2015-01-06 21:00:00,0.0,0.0,13.28,3.66
2015-01-06 22:00:00,0.0,0.0,12.54,3.56
2015-01-06 23:00:00,0.0,0.0,11.84,3.38
2015-01-07 00:00:00,0.0,0.0,11.39,3.11
2015-01-07 01:00:00,0.0,0.0,10.7,2.71
2015-01-07 02:00:00,0.0,0.0,9.65,2.17
2015-01-07 03:00:00,0.0,0.0,8.39,1.6
2015-01-07 04:00:00,0.0,0.0,7.33,1.31
2015-01-07 05:00:00,0.0,0.0,6.66,1.32
2015-01-07 06:00:00,0.0,0.0,5.91,1.23
2015-01-07 07:00:00,24.55,2.65,6.33,1.12
2015-01-07 08:00:00,146.5,130.44,9.34,1.88
2015-01-07 09:00:00,290.5,245.46,12.13,1.85
2015-01-07 10:00:00,416.7,325.38,15.28,3.0
2015-01-07 11:00:00,514.4,483.27,16.21,3.12
2015-01-07 12:00:00,538.35,497.01,16.68,3.13
2015-01-07 13:00:00,500.58,589.6,16.9,3.05
2015-01-07 14:00:00,385.65,508.08,16.72,2.84
2015-01-07 15:00:00,225.55,349.87,15.92,2.46
2015-01-07 16:00:00,60.45,57.13,12.15,1.08
2015-01-07 17:00:00,0.0,0.0,9.03,1.18
2015-01-07 18:00:00,0.0,0.0,8.31,1.34
2015-01-07 19:00:00,0.0,0.0,7.92,1.53
2015-01-07 20:00:00,0.0,0.0,7.62,1.68
2015-01-07 21:00:00,0.0,0.0,7.55,1.87
2015-01-07 22:00:00,0.0,0.0,7.32,1.92
2015-01-07 23:00:00,0.0,0.0,7.35,1.78
2015-01-08 00:00:00,0.0,0.0,7.04,1.47
2015-01-08 01:00:00,0.0,0.0,7.04,1.49
2015-01-08 02:00:00,0.0,0.0,6.88,1.49
2015-01-08 03:00:00,0.0,0.0,6.26,1.64
2015-01-08 04:00:00,0.0,0.0,5.75,1.88
2015-01-08 05:00:00,0.0,0.0,5.59,1.98
2015-01-08 06:00:00,0.0,0.0,5.66,2.08
2015-01-08 07:00:00,19.42,0.0,5.95,1.94
2015-01-08 08:00:00,110.95,19.5,8.11,2.78
2015-01-08 09:00:00,209.9,79.47,10.45,3.36
2015-01-08 10:00:00,312.67,136.71,11.85,3.63
2015-01-08 11:00:00,374.88,214.96,12.54,3.66
2015-01-08 12:00:00,417.02,435.27,12.68,3.74
2015-01-08 13:00:00,298.15,343.46,12.4,3.74
2015-01-08 14:00:00,227.65,235.45,12.41,3.67
2015-01-08 15:00:00,129.98,103.57,12.15,3.31
2015-01-08 16:00:00,36.65,18.81,9.94,1.69
2015-01-08 17:00:00,0.0,0.0,6.83,1.23
2015-01-08 18:00:00,0.0,0.0,6.02,1.32
2015-01-08 19:00:00,0.0,0.0,5.33,1.4
2015-01-08 20:00:00,0.0,0.0,4.52,1.33
2015-01-08 21:00:00,0.0,0.0,3.63,1.13
2015-01-08 22:00:00,0.0,0.0,3.14,0.99
2015-01-08 23:00:00,0.0,0.0,3.39,1.04
2015-01-09 00:00:00,0.0,0.0,3.14,1.05
2015-01-09 01:00:00,0.0,0.0,2.59,1.07
2015-01-09 02:00:00,0.0,0.0,2.29,0.92
2015-01-09 03:00:00,0.0,0.0,2.09,0.93
2015-01-09 04:00:00,0.0,0.0,2.02,0.96
2015-01-09 05:00:00,0.0,0.0,2.06,0.98
2015-01-09 06:00:00,0.0,0.0,2.03,0.95
2015-01-09 07:00:00,11.52,0.0,2.79,0.96
2015-01-09 08:00:00,76.07,3.57,4.96,1.66
2015-01-09 09:00:00,144.52,6.02,7.47,1.46
2015-01-09 10:00:00,207.05,6.19,9.16,1.18
2015-01-09 11:00:00,238.23,7.38,9.88,0.85
2015-01-09 12:00:00,245.25,19.56,10.33,0.79
2015-01-09 13:00:00,185.75,38.05,10.34,1.0
2015-01-09 14:00:00,187.62,276.5,9.95,1.27
2015-01-09 15:00:00,109.97,234.36,9.31,1.48
2015-01-09 16:00:00,32.88,93.53,7.86,1.1
2015-01-09 17:00:00,0.0,0.0,5.62,0.89
2015-01-09 18:00:00,0.0,0.0,4.96,1.03
2015-01-09 19:00:00,0.0,0.0,4.7,1.12
2015-01-09 20:00:00,0.0,0.0,4.63,1.21
2015-01-09 21:00:00,0.0,0.0,4.58,1.34
2015-01-09 22:00:00,0.0,0.0,4.44,1.49
2015-01-09 23:00:00,0.0,0.0,4.19,1.56
2015-01-10 00:00:00,0.0,0.0,3.97,1.5
2015-01-10 01:00:00,0.0,0.0,3.88,1.47
2015-01-10 02:00:00,0.0,0.0,3.82,1.42
2015-01-10 03:00:00,0.0,0.0,3.86,1.33
2015-01-10 04:00:00,0.0,0.0,3.79,1.19
2015-01-10 05:00:00,0.0,0.0,3.79,1.32
2015-01-10 06:00:00,0.0,0.0,3.56,1.86
2015-01-10 07:00:00,15.65,0.0,3.11,2.16
2015-01-10 08:00:00,78.07,0.33,2.75,2.15
2015-01-10 09:00:00,150.3,0.83,2.09,1.99
2015-01-10 10:00:00,202.15,1.03,2.31,1.63
2015-01-10 11:00:00,254.75,55.98,2.85,1.0
2015-01-10 12:00:00,217.95,28.2,4.15,0.62
2015-01-10 13:00:00,209.18,35.22,6.26,0.5
2015-01-10 14:00:00,195.95,205.79,7.78,0.45
2015-01-10 15:00:00,128.95,148.21,7.74,0.76
2015-01-10 16:00:00,42.17,42.98,6.73,0.65
2015-01-10 17:00:00,0.0,0.0,5.53,0.71
2015-01-10 18:00:00,0.0,0.0,5.05,0.74
2015-01-10 19:00:00,0.0,0.0,4.8,0.76
2015-01-10 20:00:00,0.0,0.0,4.54,0.72
2015-01-10 21:00:00,0.0,0.0,4.23,0.67
2015-01-10 22:00:00,0.0,0.0,3.61,0.78
2015-01-10 23:00:00,0.0,0.0,2.42,1.01
2015-01-11 00:00:00,0.0,0.0,1.43,1.04
2015-01-11 01:00:00,0.0,0.0,1.39,0.88
2015-01-11 02:00:00,0.0,0.0,1.47,0.8
2015-01-11 03:00:00,0.0,0.0,1.47,0.73
2015-01-11 04:00:00,0.0,0.0,1.09,0.71
2015-01-11 05:00:00,0.0,0.0,0.54,0.7
2015-01-11 06:00:00,0.0,0.0,0.02,0.8
2015-01-11 07:00:00,21.4,21.87,0.95,0.71
2015-01-11 08:00:00,143.52,157.41,3.08,1.1
2015-01-11 09:00:00,269.7,281.44,6.18,0.95
2015-01-11 10:00:00,383.45,353.59,8.29,0.22
2015-01-11 11:00:00,474.12,399.05,9.05,0.34
2015-01-11 12:00:00,422.73,343.5,9.94,0.75
2015-01-11 13:00:00,351.0,394.98,11.04,0.97
2015-01-11 14:00:00,270.05,407.01,11.31,1.15
2015-01-11 15:00:00,173.12,291.05,10.89,1.36
2015-01-11 16:00:00,53.88,91.47,8.1,0.85
2015-01-11 17:00:00,0.0,0.0,5.4,1.17
2015-01-11 18:00:00,0.0,0.0,4.27,1.13
2015-01-11 19:00:00,0.0,0.0,3.39,1.09
2015-01-11 20:00:00,0.0,0.0,2.71,1.1
2015-01-11 21:00:00,0.0,0.0,2.08,1.12
2015-01-11 22:00:00,0.0,0.0,1.47,1.17
2015-01-11 23:00:00,0.0,0.0,0.95,1.27
2015-01-12 00:00:00,0.0,0.0,0.53,1.33
2015-01-12 01:00:00,0.0,0.0,0.06,1.32
2015-01-12 02:00:00,0.0,0.0,-0.4,1.26
2015-01-12 03:00:00,0.0,0.0,-0.79,1.19
2015-01-12 04:00:00,0.0,0.0,-1.05,1.16
2015-01-12 05:00:00,0.0,0.0,-1.24,1.15
2015-01-12 06:00:00,0.0,0.0,-1.44,1.19
2015-01-12 07:00:00,28.95,58.75,-0.14,1.3
2015-01-12 08:00:00,187.18,402.19,3.78,2.46
2015-01-12 09:00:00,360.33,601.48,7.0,2.1
2015-01-12 10:00:00,506.88,782.92,10.72,2.58
2015-01-12 11:00:00,584.97,837.31,12.16,2.51
2015-01-12 12:00:00,600.58,881.55,13.03,2.46
2015-01-12 13:00:00,552.88,895.46,13.47,2.5
2015-01-12 14:00:00,427.7,803.74,13.36,2.54
2015-01-12 15:00:00,261.88,666.44,12.58,2.41
2015-01-12 16:00:00,85.3,333.13,9.24,1.19
2015-01-12 17:00:00,0.0,0.0,5.56,1.22
2015-01-12 18:00:00,0.0,0.0,4.8,1.4
2015-01-12 19:00:00,0.0,0.0,4.22,1.51
2015-01-12 20:00:00,0.0,0.0,3.64,1.55
2015-01-12 21:00:00,0.0,0.0,3.03,1.53
2015-01-12 22:00:00,0.0,0.0,2.38,1.49
2015-01-12 23:00:00,0.0,0.0,1.67,1.42
2015-01-13 00:00:00,0.0,0.0,1.03,1.36
2015-01-13 01:00:00,0.0,0.0,0.53,1.32
2015-01-13 02:00:00,0.0,0.0,0.12,1.29
2015-01-13 03:00:00,0.0,0.0,-0.16,1.33
2015-01-13 04:00:00,0.0,0.0,-0.28,1.42
2015-01-13 05:00:00,0.0,0.0,-0.37,1.52
2015-01-13 06:00:00,0.0,0.0,-0.33,1.66
2015-01-13 07:00:00,33.62,247.34,0.83,2.06
2015-01-13 08:00:00,209.95,699.52,3.71,2.74
2015-01-13 09:00:00,384.65,839.95,7.25,2.31
2015-01-13 10:00:00,538.3,992.51,11.07,2.84
2015-01-13 11:00:00,615.12,1012.56,12.84,2.39
2015-01-13 12:00:00,626.72,1027.14,14.02,2.06
2015-01-13 13:00:00,573.05,996.9,14.7,1.88
2015-01-13 14:00:00,460.55,956.32,14.74,1.73
2015-01-13 15:00:00,278.7,728.49,14.0,1.63
2015-01-13 16:00:00,91.88,438.36,10.28,0.91
2015-01-13 17:00:00,0.0,0.0,6.44,1.13
2015-01-13 18:00:00,0.0,0.0,5.38,1.28
2015-01-13 19:00:00,0.0,0.0,4.59,1.34
2015-01-13 20:00:00,0.0,0.0,3.87,1.35
2015-01-13 21:00:00,0.0,0.0,3.18,1.3
2015-01-13 22:00:00,0.0,0.0,2.5,1.22
2015-01-13 23:00:00,0.0,0.0,1.88,1.19
2015-01-14 00:00:00,0.0,0.0,1.31,1.19
2015-01-14 01:00:00,0.0,0.0,0.8,1.2
2015-01-14 02:00:00,0.0,0.0,0.35,1.21
2015-01-14 03:00:00,0.0,0.0,-0.02,1.19
2015-01-14 04:00:00,0.0,0.0,-0.32,1.17
2015-01-14 05:00:00,0.0,0.0,-0.58,1.16
2015-01-14 06:00:00,0.0,0.0,-0.7,1.11
2015-01-14 07:00:00,34.22,215.62,0.51,1.22
2015-01-14 08:00:00,202.3,667.09,4.08,2.55
2015-01-14 09:00:00,363.33,798.64,7.26,2.4
2015-01-14 10:00:00,508.08,902.86,11.61,2.5
2015-01-14 11:00:00,610.12,948.85,13.42,2.02
2015-01-14 12:00:00,620.47,955.33,14.5,1.64
2015-01-14 13:00:00,526.05,637.73,15.15,1.36
2015-01-14 14:00:00,405.98,545.39,15.3,1.18
2015-01-14 15:00:00,248.32,342.17,14.35,1.0
2015-01-14 16:00:00,83.35,110.92,11.54,0.79
2015-01-14 17:00:00,0.0,0.0,9.34,1.08
2015-01-14 18:00:00,0.0,0.0,8.38,1.06
2015-01-14 19:00:00,0.0,0.0,7.86,1.03
2015-01-14 20:00:00,0.0,0.0,7.47,1.01
2015-01-14 21:00:00,0.0,0.0,7.01,1.01
2015-01-14 22:00:00,0.0,0.0,6.38,1.03
2015-01-14 23:00:00,0.0,0.0,5.66,1.08
2015-01-15 00:00:00,0.0,0.0,5.08,1.11
2015-01-15 01:00:00,0.0,0.0,4.37,1.14
2015-01-15 02:00:00,0.0,0.0,3.48,1.03
2015-01-15 03:00:00,0.0,0.0,3.32,1.12
2015-01-15 04:00:00,0.0,0.0,3.67,1.33
2015-01-15 05:00:00,0.0,0.0,4.84,1.45
2015-01-15 06:00:00,0.0,0.0,5.09,1.24
2015-01-15 07:00:00,23.55,4.77,5.83,1.01
2015-01-15 08:00:00,122.72,116.27,8.68,1.9
2015-01-15 09:00:00,191.18,157.91,10.58,1.69
2015-01-15 10:00:00,237.52,207.91,12.88,2.22
2015-01-15 11:00:00,175.18,30.66,13.69,2.98
2015-01-15 12:00:00,219.7,113.11,13.82,3.37
2015-01-15 13:00:00,292.1,137.79,14.24,3.75
2015-01-15 14:00:00,210.93,140.36,14.88,3.82
2015-01-15 15:00:00,129.57,79.13,14.99,3.06
2015-01-15 16:00:00,41.2,8.98,13.44,1.78
2015-01-15 17:00:00,0.0,0.0,11.53,1.63
2015-01-15 18:00:00,0.0,0.0,10.74,1.76
2015-01-15 19:00:00,0.0,0.0,9.39,1.82
2015-01-15 20:00:00,0.0,0.0,8.87,1.98
2015-01-15 21:00:00,0.0,0.0,8.16,1.9
2015-01-15 22:00:00,0.0,0.0,7.12,1.5
2015-01-15 23:00:00,0.0,0.0,5.67,1.09
2015-01-16 00:00:00,0.0,0.0,4.86,0.97
2015-01-16 01:00:00,0.0,0.0,4.59,0.95
2015-01-16 02:00:00,0.0,0.0,5.03,1.0
2015-01-16 03:00:00,0.0,0.0,5.29,0.97
2015-01-16 04:00:00,0.0,0.0,4.77,1.04
2015-01-16 05:00:00,0.0,0.0,3.58,1.11
2015-01-16 06:00:00,0.0,0.0,2.41,1.01
2015-01-16 07:00:00,29.05,11.27,3.31,1.17
2015-01-16 08:00:00,179.9,280.84,6.06,1.97
2015-01-16 09:00:00,344.62,488.75,9.0,1.58
2015-01-16 10:00:00,481.98,608.68,12.58,2.07
2015-01-16 11:00:00,564.38,682.75,15.51,2.57
2015-01-16 12:00:00,588.0,752.8,16.56,2.67
2015-01-16 13:00:00,534.08,728.86,17.06,2.58
2015-01-16 14:00:00,409.27,640.33,16.97,2.38
2015-01-16 15:00:00,253.57,481.46,16.23,2.11
2015-01-16 16:00:00,89.18,208.82,13.02,1.02
2015-01-16 17:00:00,0.0,0.0,10.23,1.1
2015-01-16 18:00:00,0.0,0.0,9.94,1.28
2015-01-16 19:00:00,0.0,0.0,9.55,1.39
2015-01-16 20:00:00,0.0,0.0,8.89,1.37
2015-01-16 21:00:00,0.0,0.0,8.09,1.31
2015-01-16 22:00:00,0.0,0.0,7.08,1.28
2015-01-16 23:00:00,0.0,0.0,5.9,1.23
2015-01-17 00:00:00,0.0,0.0,5.18,1.15
2015-01-17 01:00:00,0.0,0.0,4.7,1.06
2015-01-17 02:00:00,0.0,0.0,4.36,1.01
2015-01-17 03:00:00,0.0,0.0,4.08,1.02
2015-01-17 04:00:00,0.0,0.0,3.81,1.08
2015-01-17 05:00:00,0.0,0.0,3.57,1.19
2015-01-17 06:00:00,0.0,0.0,3.39,1.36
2015-01-17 07:00:00,28.73,47.57,4.6,2.03
2015-01-17 08:00:00,181.52,383.12,6.98,2.8
2015-01-17 09:00:00,353.8,620.65,10.39,2.76
2015-01-17 10:00:00,503.88,747.07,12.93,3.21
2015-01-17 11:00:00,583.97,800.0,13.99,3.27
2015-01-17 12:00:00,595.92,785.96,14.61,3.3
2015-01-17 13:00:00,545.35,775.5,14.81,3.3
2015-01-17 14:00:00,432.23,705.01,14.49,3.28
2015-01-17 15:00:00,271.98,570.18,13.58,3.17
2015-01-17 16:00:00,98.72,274.37,11.42,2.08
2015-01-17 17:00:00,0.0,0.0,7.88,1.44
2015-01-17 18:00:00,0.0,0.0,7.11,1.59
2015-01-17 19:00:00,0.0,0.0,6.4,1.59
2015-01-17 20:00:00,0.0,0.0,5.65,1.55
2015-01-17 21:00:00,0.0,0.0,5.04,1.55
2015-01-17 22:00:00,0.0,0.0,4.55,1.57
2015-01-17 23:00:00,0.0,0.0,3.92,1.55
2015-01-18 00:00:00,0.0,0.0,3.29,1.5
2015-01-18 01:00:00,0.0,0.0,2.76,1.47
2015-01-18 02:00:00,0.0,0.0,2.31,1.46
2015-01-18 03:00:00,0.0,0.0,1.91,1.5
2015-01-18 04:00:00,0.0,0.0,1.68,1.62
2015-01-18 05:00:00,0.0,0.0,1.55,1.71
2015-01-18 06:00:00,0.0,0.0,1.24,1.72
2015-01-18 07:00:00,31.88,88.86,1.96,2.33
2015-01-18 08:00:00,196.3,476.21,4.27,2.83
2015-01-18 09:00:00,361.27,647.53,7.93,2.84
2015-01-18 10:00:00,504.5,756.31,12.03,3.35
2015-01-18 11:00:00,594.3,836.2,14.55,3.79
2015-01-18 12:00:00,599.85,780.69,15.44,3.75
2015-01-18 13:00:00,549.62,750.19,15.77,3.73
2015-01-18 14:00:00,437.88,717.94,15.64,3.68
2015-01-18 15:00:00,278.0,591.68,14.97,3.44
2015-01-18 16:00:00,104.22,298.95,12.38,1.89
2015-01-18 17:00:00,0.0,0.0,8.73,1.62
2015-01-18 18:00:00,0.0,0.0,8.58,2.03
2015-01-18 19:00:00,0.0,0.0,7.83,2.09
2015-01-18 20:00:00,0.0,0.0,7.01,2.16
2015-01-18 21:00:00,0.0,0.0,6.22,2.23
2015-01-18 22:00:00,0.0,0.0,5.44,2.34
2015-01-18 23:00:00,0.0,0.0,4.67,2.46
2015-01-19 00:00:00,0.0,0.0,4.0,2.52
2015-01-19 01:00:00,0.0,0.0,3.39,2.48
2015-01-19 02:00:00,0.0,0.0,2.77,2.44
2015-01-19 03:00:00,0.0,0.0,2.16,2.47
2015-01-19 04:00:00,0.0,0.0,1.61,2.48
2015-01-19 05:00:00,0.0,0.0,1.11,2.47
2015-01-19 06:00:00,0.0,0.0,0.81,2.5
2015-01-19 07:00:00,37.28,127.29,1.68,2.95
2015-01-19 08:00:00,210.4,579.08,3.83,2.82
2015-01-19 09:00:00,388.58,728.64,7.68,2.89
2015-01-19 10:00:00,531.12,817.71,11.04,2.83
2015-01-19 11:00:00,611.72,869.24,14.15,3.06
2015-01-19 12:00:00,631.05,923.11,16.55,3.22
2015-01-19 13:00:00,582.08,912.34,17.43,3.2
2015-01-19 14:00:00,468.25,869.87,17.47,3.2
2015-01-19 15:00:00,304.27,749.05,16.74,3.01
2015-01-19 16:00:00,120.9,467.03,13.14,1.55
2015-01-19 17:00:00,0.0,0.0,8.96,1.59
2015-01-19 18:00:00,0.0,0.0,8.65,2.02
2015-01-19 19:00:00,0.0,0.0,8.13,2.2
2015-01-19 20:00:00,0.0,0.0,6.99,2.17
2015-01-19 21:00:00,0.0,0.0,5.97,2.14
2015-01-19 22:00:00,0.0,0.0,5.08,2.12
2015-01-19 23:00:00,0.0,0.0,4.31,2.13
2015-01-20 00:00:00,0.0,0.0,3.57,2.18
2015-01-20 01:00:00,0.0,0.0,2.94,2.23
2015-01-20 02:00:00,0.0,0.0,2.69,2.2
2015-01-20 03:00:00,0.0,0.0,2.73,2.09
2015-01-20 04:00:00,0.0,0.0,2.68,1.85
2015-01-20 05:00:00,0.0,0.0,2.72,1.69
2015-01-20 06:00:00,0.0,0.0,2.72,1.62
2015-01-20 07:00:00,30.38,67.13,3.15,2.01
2015-01-20 08:00:00,183.48,394.01,4.45,2.17
2015-01-20 09:00:00,351.45,574.94,6.84,2.0
2015-01-20 10:00:00,516.33,787.76,10.1,2.06
2015-01-20 11:00:00,600.2,826.39,13.35,2.2
2015-01-20 12:00:00,613.92,793.87,16.28,2.33
2015-01-20 13:00:00,556.0,807.63,17.29,2.39
2015-01-20 14:00:00,452.05,786.67,17.46,2.33
2015-01-20 15:00:00,297.38,673.7,16.88,2.04
2015-01-20 16:00:00,121.68,460.75,13.11,0.97
2015-01-20 17:00:00,0.0,0.0,9.61,1.29
2015-01-20 18:00:00,0.0,0.0,8.16,1.21
2015-01-20 19:00:00,0.0,0.0,7.14,1.16
2015-01-20 20:00:00,0.0,0.0,6.21,1.18
2015-01-20 21:00:00,0.0,0.0,5.42,1.28
2015-01-20 22:00:00,0.0,0.0,4.83,1.37
2015-01-20 23:00:00,0.0,0.0,4.32,1.47
